HPO,Name,Base term frequency,Propagated frequency
HP:0012501,Abnormality of the brainstem white matter,0,8.67E-06
HP:0011980,Cholesterol gallstones,8.67E-06,8.67E-06
HP:0011984,Atretic gallbladder,8.67E-06,8.67E-06
HP:0012214,Increased glomerular filtration rate,8.67E-06,8.67E-06
HP:0012268,Myxoid liposarcoma,8.67E-06,8.67E-06
HP:0012312,Monocytopenia,8.67E-06,8.67E-06
HP:0012346,Abnormal protein glycosylation,4.00E-06,8.67E-06
HP:0010528,Prosopagnosia,8.67E-06,8.67E-06
HP:0010564,Bifid epiglottis,8.67E-06,8.67E-06
HP:0025151,Ganglioneuromatosis,8.67E-06,8.67E-06
HP:0012462,Chin myoclonus,8.67E-06,8.67E-06
HP:0012464,Decreased transferrin saturation,8.67E-06,8.67E-06
HP:0012492,Cerebral artery stenosis,8.67E-06,8.67E-06
HP:0012605,Hypernatriuria,8.67E-06,8.67E-06
HP:0012642,Cerebellar agenesis,8.67E-06,8.67E-06
HP:0012717,Severe conductive hearing impairment,8.67E-06,8.67E-06
HP:0012746,Thin toenail,8.67E-06,8.67E-06
HP:0031614,Inferior retinal coloboma,8.67E-06,8.67E-06
HP:0020061,Abnormal hemoglobin concentration,0,8.67E-06
HP:0020063,Increased hemoglobin concentration,8.67E-06,8.67E-06
HP:0025042,Abnormality of mesenteric lymph nodes,6.67E-07,8.67E-06
HP:0032257,Disseminated histoplasmosis,8.67E-06,8.67E-06
HP:0031111,Cutaneous hamartoma,8.67E-06,8.67E-06
HP:0032355,Decreased peak expiratory flow,8.67E-06,8.67E-06
HP:0030261,Absent penis,8.67E-06,8.67E-06
HP:0040162,Orthokeratosis,8.67E-06,8.67E-06
HP:0100779,Urogenital sinus anomaly,8.67E-06,8.67E-06
HP:0030393,Endolymphatic sac tumor,8.67E-06,8.67E-06
HP:0030404,Glucagonoma,8.67E-06,8.67E-06
HP:0500260,Triggered by head trauma,8.67E-06,8.67E-06
HP:0002681,Deformed sella turcica,0,8.00E-06
HP:0003839,Abnormality of upper limb epiphysis morphology,0,8.00E-06
HP:0004060,Trident hand,8.00E-06,8.00E-06
HP:0009700,Finger symphalangism,6.00E-06,8.00E-06
HP:0002864,Paraganglioma of head and neck,1.33E-06,8.00E-06
HP:0000060,Clitoral hypoplasia,8.00E-06,8.00E-06
HP:0040255,Aplasia/Hypoplasia of the clitoris,0,8.00E-06
HP:0003059,Abnormality of the radioulnar joints,0,8.00E-06
HP:0004357,Abnormal circulating leucine concentration,6.67E-07,8.00E-06
HP:0010892,Abnormal circulating branched chain amino acid concentration,0,8.00E-06
HP:0003452,Increased serum iron,8.00E-06,8.00E-06
HP:0003555,Muscle fiber splitting,8.00E-06,8.00E-06
HP:0003572,Low plasma citrulline,8.00E-06,8.00E-06
HP:0001465,Amyotrophy involving the shoulder musculature,6.67E-07,8.00E-06
HP:0001817,Absent fingernail,7.34E-06,8.00E-06
HP:0004910,Bicarbonate-wasting renal tubular acidosis,8.00E-06,8.00E-06
HP:0006439,Radioulnar dislocation,8.00E-06,8.00E-06
HP:0000753,Autism with high cognitive abilities,8.00E-06,8.00E-06
HP:0006929,Hypoglycemic encephalopathy,8.00E-06,8.00E-06
HP:0007020,Progressive spastic paraplegia,8.00E-06,8.00E-06
HP:0011932,Abnormality of the superior cerebellar peduncle,0,8.00E-06
HP:0005531,Biphenotypic acute leukemia,8.00E-06,8.00E-06
HP:0007260,Type II lissencephaly,8.00E-06,8.00E-06
HP:0007680,Depigmented fundus,8.00E-06,8.00E-06
HP:0011219,Short face,8.00E-06,8.00E-06
HP:0011436,Abnormal maternal serum screening,7.34E-06,8.00E-06
HP:0011278,Intrapulmonary sequestration,8.00E-06,8.00E-06
HP:0009802,Aplasia of the phalanges of the hand,0,8.00E-06
HP:0008251,Congenital goiter,8.00E-06,8.00E-06
HP:0008718,Unilateral renal dysplasia,8.00E-06,8.00E-06
HP:0009746,Thick nasal septum,8.00E-06,8.00E-06
HP:0011825,Tented philtrum,8.00E-06,8.00E-06
HP:0011883,Abnormal platelet granules,2.67E-06,8.00E-06
HP:0009823,Aplasia involving bones of the upper limbs,0,8.00E-06
HP:0011918,Clinodactyly of the 4th toe,8.00E-06,8.00E-06
HP:0011952,Acute aspiration pneumonia,8.00E-06,8.00E-06
HP:0009904,Prominent ear helix,8.00E-06,8.00E-06
HP:0008978,Necrotizing myopathy,8.00E-06,8.00E-06
HP:0012054,Choroidal melanoma,8.00E-06,8.00E-06
HP:0012338,Abnormal energy expenditure,0,8.00E-06
HP:0010531,Spinal myoclonus,8.00E-06,8.00E-06
HP:0012137,Abnormal number of granulocyte precursors,6.67E-07,8.00E-06
HP:0012388,Acute bronchitis,8.00E-06,8.00E-06
HP:0030588,Abnormal visual field test,8.00E-06,8.00E-06
HP:0025501,Class III obesity,8.00E-06,8.00E-06
HP:0031527,Intraretinal fluid,8.00E-06,8.00E-06
HP:0031633,Isolation of the left subclavian artery,8.00E-06,8.00E-06
HP:0031763,Cyclic esotropia,8.00E-06,8.00E-06
HP:0025043,Enlarged mesenteric lymph node,8.00E-06,8.00E-06
HP:0031904,Abnormal total hemolytic complement activity,8.00E-06,8.00E-06
HP:0031957,Spastic hemiparetic gait,8.00E-06,8.00E-06
HP:0031995,Squawks,8.00E-06,8.00E-06
HP:0033003,Tracheal papilloma,8.00E-06,8.00E-06
HP:0032381,Hydroa vacciniforme,8.00E-06,8.00E-06
HP:0040310,Sterile arthritis,8.00E-06,8.00E-06
HP:0030394,Fallopian tube carcinoma,8.00E-06,8.00E-06
HP:0030407,Pineocytoma,8.00E-06,8.00E-06
HP:0030410,Sebaceous gland carcinoma,8.00E-06,8.00E-06
HP:0410262,Lower cranial nerve dysfunction,8.00E-06,8.00E-06
HP:0100599,Bifid penis,8.00E-06,8.00E-06
HP:0100604,Neoplasm of the lip,8.00E-06,8.00E-06
HP:0100695,Lipedema,8.00E-06,8.00E-06
HP:0002680,J-shaped sella turcica,7.34E-06,7.34E-06
HP:0002682,Broad skull,7.34E-06,7.34E-06
HP:0000134,Female hypogonadism,7.34E-06,7.34E-06
HP:0003139,Panhypogammaglobulinemia,7.34E-06,7.34E-06
HP:0003219,Ethylmalonic aciduria,7.34E-06,7.34E-06
HP:0004532,Sacral hypertrichosis,7.34E-06,7.34E-06
HP:0006479,Abnormality of the dental pulp,0,7.34E-06
HP:0004570,Increased vertebral height,6.67E-06,7.34E-06
HP:0001821,Broad nail,7.34E-06,7.34E-06
HP:0005976,Hyperkalemic metabolic acidosis,7.34E-06,7.34E-06
HP:0000447,Pear-shaped nose,7.34E-06,7.34E-06
HP:0031917,Digital ulcer,6.67E-06,7.34E-06
HP:0008054,Abnormal morphology of the conjunctival vasculature,0,7.34E-06
HP:0000524,Conjunctival telangiectasia,7.34E-06,7.34E-06
HP:0004881,Episodic hypoventilation,7.34E-06,7.34E-06
HP:0006414,Distal tibial bowing,7.34E-06,7.34E-06
HP:0006429,Broad femoral neck,7.34E-06,7.34E-06
HP:0006577,Macronodular cirrhosis,7.34E-06,7.34E-06
HP:0004963,Calcification of the aorta,7.34E-06,7.34E-06
HP:0000885,Broad ribs,5.33E-06,7.34E-06
HP:0006801,Hyperactive deep tendon reflexes,7.34E-06,7.34E-06
HP:0001013,Eruptive xanthomas,7.34E-06,7.34E-06
HP:0001040,Multiple pterygia,7.34E-06,7.34E-06
HP:0009935,Aplasia/Hypoplasia of the nasal septum,0,7.34E-06
HP:0005156,Hypoplastic left atrium,7.34E-06,7.34E-06
HP:0005329,Fixed facial expression,7.34E-06,7.34E-06
HP:0007529,Hidrotic ectodermal dysplasia,7.34E-06,7.34E-06
HP:0007929,Peripheral retinal detachment,7.34E-06,7.34E-06
HP:0008007,Primary congenital glaucoma,7.34E-06,7.34E-06
HP:0011272,Underdeveloped tragus,7.34E-06,7.34E-06
HP:0011319,Bilambdoid synostosis,7.34E-06,7.34E-06
HP:0011380,Morphological abnormality of the semicircular canal,2.67E-06,7.34E-06
HP:0011441,Abnormality of the medulla oblongata,6.67E-07,7.34E-06
HP:0011462,Young adult onset,7.34E-06,7.34E-06
HP:0008444,Posterior wedging of vertebral bodies,7.34E-06,7.34E-06
HP:0009373,Type C brachydactyly,7.34E-06,7.34E-06
HP:0011501,Anterior lenticonus,7.34E-06,7.34E-06
HP:0011652,Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis,7.34E-06,7.34E-06
HP:0011674,Cardiac teratoma,7.34E-06,7.34E-06
HP:0011802,Hamartoma of tongue,7.34E-06,7.34E-06
HP:0011818,Nasofrontal encephalocele,7.34E-06,7.34E-06
HP:0010319,Abnormality of the 2nd toe,0,7.34E-06
HP:0011822,Broad chin,7.34E-06,7.34E-06
HP:0009784,Aplasia/Hypoplasia of the triceps,0,7.34E-06
HP:0010459,True hermaphroditism,7.34E-06,7.34E-06
HP:0010463,Aplasia of the ovary,7.34E-06,7.34E-06
HP:0012194,Episodic hemiplegia,7.34E-06,7.34E-06
HP:0012325,Chronic myelomonocytic leukemia,7.34E-06,7.34E-06
HP:0010525,Finger agnosia,7.34E-06,7.34E-06
HP:0010538,Small sella turcica,7.34E-06,7.34E-06
HP:0010542,Vestibular nystagmus,7.34E-06,7.34E-06
HP:0012371,Hyperplasia of midface,7.34E-06,7.34E-06
HP:0010811,Narrow uvula,7.34E-06,7.34E-06
HP:0030743,Glial remnants anterior to the optic disc,7.34E-06,7.34E-06
HP:0010911,Hyperleucinemia,7.34E-06,7.34E-06
HP:0030808,Ragged cuticle,7.34E-06,7.34E-06
HP:0012577,Thin glomerular basement membrane,7.34E-06,7.34E-06
HP:0011078,Abnormality of canine,0,7.34E-06
HP:0011126,Nephroptosis,7.34E-06,7.34E-06
HP:0011149,Absence seizure with eyelid myoclonia,7.34E-06,7.34E-06
HP:0032678,Eyelid myoclonia seizure,6.67E-07,7.34E-06
HP:0011168,Eyelid myoclonias,7.34E-06,7.34E-06
HP:0025469,Anagen effluvium,7.34E-06,7.34E-06
HP:0012738,Agenesis of canine,7.34E-06,7.34E-06
HP:0012773,Reduced upper to lower segment ratio,7.34E-06,7.34E-06
HP:0025548,Increased mean corpuscular hemoglobin concentration,7.34E-06,7.34E-06
HP:0031770,Epicanthus palpebralis,7.34E-06,7.34E-06
HP:0031843,Bradyphrenia,7.34E-06,7.34E-06
HP:0031867,Neck hypertonia,7.34E-06,7.34E-06
HP:0032140,Decreased specific antibody response to vaccination,4.67E-06,7.34E-06
HP:0032165,Placental mesenchymal dysplasia,7.34E-06,7.34E-06
HP:0030898,Pruritis on abdomen,7.34E-06,7.34E-06
HP:0031008,Lingual dystonia,7.34E-06,7.34E-06
HP:0030222,Visual agnosia,7.34E-06,7.34E-06
HP:0030268,Hyperplastic callus formation,7.34E-06,7.34E-06
HP:0033073,Urate tophus,7.34E-06,7.34E-06
HP:0030305,Decreased number of vertebrae,0,7.34E-06
HP:0030306,11 thoracic vertebrae,7.34E-06,7.34E-06
HP:0031282,Malalignment of the great toenail,7.34E-06,7.34E-06
HP:0100861,Sclerotic vertebral body,7.34E-06,7.34E-06
HP:0200125,Mitochondrial respiratory chain defects,7.34E-06,7.34E-06
HP:0100500,Fibular deviation of toes,7.34E-06,7.34E-06
HP:0410272,Vulvar hemangioma,7.34E-06,7.34E-06
HP:0500008,Cornea verticillata,7.34E-06,7.34E-06
HP:0500028,Cotton wool plaques,7.34E-06,7.34E-06
HP:0002700,Large foramen magnum,6.67E-06,6.67E-06
HP:0004213,Abnormal 5th finger phalanx morphology,0,6.67E-06
HP:0005924,Abnormality of the epiphyses of the hand,0,6.67E-06
HP:0004296,Abnormality of gastrointestinal vasculature,0,6.67E-06
HP:0002869,Flared iliac wings,6.67E-06,6.67E-06
HP:0002961,Dysgammaglobulinemia,6.67E-06,6.67E-06
HP:0004535,Anterior cervical hypertrichosis,6.67E-06,6.67E-06
HP:0030314,Periostosis,6.67E-06,6.67E-06
HP:0004785,Malrotation of colon,6.67E-06,6.67E-06
HP:0003997,Hypoplastic radial head,6.67E-06,6.67E-06
HP:0001830,Postaxial foot polydactyly,6.67E-06,6.67E-06
HP:0005920,Abnormal epiphysis morphology of the phalanges of the hand,0,6.67E-06
HP:0010230,Cone-shaped epiphyses of the phalanges of the hand,6.00E-06,6.67E-06
HP:0006149,Increased laxity of fingers,6.67E-06,6.67E-06
HP:0002009,Potter facies,6.67E-06,6.67E-06
HP:0011334,Facial shape deformation,0,6.67E-06
HP:0011070,Abnormality of molar morphology,0,6.67E-06
HP:0000631,Retinal arterial tortuosity,6.67E-06,6.67E-06
HP:0000727,Frontal lobe dementia,6.67E-06,6.67E-06
HP:0006685,Endocardial fibrosis,6.67E-06,6.67E-06
HP:0000895,Lateral clavicle hook,6.67E-06,6.67E-06
HP:0006770,Clear cell renal cell carcinoma,6.67E-06,6.67E-06
HP:0006879,Pontocerebellar atrophy,6.67E-06,6.67E-06
HP:0006927,Unilateral polymicrogyria,6.67E-06,6.67E-06
HP:0002339,Abnormal caudate nucleus morphology,2.00E-06,6.67E-06
HP:0010994,Abnormal corpus striatum morphology,0,6.67E-06
HP:0005185,Global systolic dysfunction,6.67E-06,6.67E-06
HP:0031941,Abnormal portal venous system morphology,6.67E-07,6.67E-06
HP:0005241,Total intestinal aganglionosis,6.67E-06,6.67E-06
HP:0005273,Absent nasal septal cartilage,6.67E-06,6.67E-06
HP:3000034,Abnormality of cartilage of nasal septum,0,6.67E-06
HP:0005327,Loss of facial expression,6.67E-06,6.67E-06
HP:0005352,Severe T-cell immunodeficiency,6.67E-06,6.67E-06
HP:0007455,Adermatoglyphia,6.67E-06,6.67E-06
HP:0007628,Mandibular condyle hypoplasia,6.67E-06,6.67E-06
HP:0001152,Saccadic smooth pursuit,6.67E-06,6.67E-06
HP:0007984,Electronegative electroretinogram,6.67E-06,6.67E-06
HP:0030478,Abnormal amplitude of dark-adapted bright flash electroretinogram,0,6.67E-06
HP:0001117,Sudden loss of visual acuity,6.67E-06,6.67E-06
HP:0011203,EEG with abnormally slow frequencies,6.67E-07,6.67E-06
HP:0011270,Duplicated tragus,6.67E-06,6.67E-06
HP:0011414,Hydropic placenta,6.67E-06,6.67E-06
HP:0011426,Fetal choroid plexus cysts,6.67E-06,6.67E-06
HP:0008291,Pituitary corticotropic cell adenoma,6.67E-06,6.67E-06
HP:0008303,Olivary degeneration,6.67E-06,6.67E-06
HP:0009281,Aplasia of the 4th finger,6.67E-06,6.67E-06
HP:0008501,Median cleft lip and palate,6.67E-06,6.67E-06
HP:0008587,Mild neurosensory hearing impairment,6.67E-06,6.67E-06
HP:0008812,Flattened femoral head,6.67E-06,6.67E-06
HP:0011647,Postductal coarctation of the aorta,6.67E-06,6.67E-06
HP:0011720,Cardiac total anomalous pulmonary venous connection,6.67E-06,6.67E-06
HP:0011796,Perilobar nephroblastomatosis,6.67E-06,6.67E-06
HP:0010312,Asymmetry of the breasts,6.67E-06,6.67E-06
HP:0009905,Thin ear helix,6.67E-06,6.67E-06
HP:0008963,Tibialis muscle weakness,6.67E-06,6.67E-06
HP:0012045,Retinal flecks,5.33E-06,6.67E-06
HP:0012077,Histrionic personality disorder,6.67E-06,6.67E-06
HP:0012206,Abnormal sperm motility,1.33E-06,6.67E-06
HP:0012225,Oligodontia of primary teeth,6.67E-06,6.67E-06
HP:0010484,Hypertrophy of the upper limb,0,6.67E-06
HP:0010493,Long metacarpals,6.67E-06,6.67E-06
HP:0025115,Civatte bodies,6.67E-06,6.67E-06
HP:0030891,Periventricular white matter hyperdensities,6.00E-06,6.67E-06
HP:0012400,Abnormal aldolase level,0,6.67E-06
HP:0012428,Prominent calcaneus,6.67E-06,6.67E-06
HP:0030469,Abnormal dark-adapted electroretinogram,0,6.67E-06
HP:0030470,Abnormal dark-adapted bright flash electroretinogram,0,6.67E-06
HP:0030511,Bradyopsia,6.67E-06,6.67E-06
HP:0030679,Ash-leaf spot,6.67E-06,6.67E-06
HP:0025330,Downgaze palsy,6.67E-06,6.67E-06
HP:0012499,Descending aortic dissection,6.67E-06,6.67E-06
HP:0012521,Optic nerve aplasia,6.67E-06,6.67E-06
HP:0012544,Elevated aldolase level,6.67E-06,6.67E-06
HP:0012580,Calcium phosphate nephrolithiasis,6.67E-06,6.67E-06
HP:0012783,Intralobar nephrogenic rest,6.67E-06,6.67E-06
HP:0025526,Psoriasiform lesion,6.67E-06,6.67E-06
HP:0031868,Optic ataxia,6.67E-06,6.67E-06
HP:0032258,Pulmonary histoplasmosis,6.67E-06,6.67E-06
HP:0030077,Bronchial neoplasm,6.67E-06,6.67E-06
HP:0030030,Absent ray,6.67E-06,6.67E-06
HP:0030071,Medulloepithelioma,6.67E-06,6.67E-06
HP:0030137,Prolonged bleeding following circumcision,6.67E-06,6.67E-06
HP:0030164,Jaw claudication,6.67E-06,6.67E-06
HP:0030280,Rib gap,6.67E-06,6.67E-06
HP:0032470,Monilethrix,6.67E-06,6.67E-06
HP:0032500,Exacerbated by tobacco use,6.67E-06,6.67E-06
HP:0033132,Renal cortical hyperechogenicity,6.67E-06,6.67E-06
HP:0041157,Fractured larynx,6.67E-06,6.67E-06
HP:0045048,Increased HbA2 hemoglobin,6.67E-06,6.67E-06
HP:0100010,Spinal meningioma,6.67E-06,6.67E-06
HP:0100252,Diaphyseal dysplasia,6.67E-06,6.67E-06
HP:0100554,Hemihypertrophy of upper limb,6.67E-06,6.67E-06
HP:0001325,Hypoglycemic coma,6.00E-06,6.00E-06
HP:0000064,Hypoplastic labia minora,6.00E-06,6.00E-06
HP:0003133,Abnormality of the spinocerebellar tracts,0,6.00E-06
HP:0003180,Flat acetabular roof,6.00E-06,6.00E-06
HP:0010456,Abnormal greater sciatic notch morphology,0,6.00E-06
HP:0003246,Prominent scrotal raphe,6.00E-06,6.00E-06
HP:0003262,Smooth muscle antibody positivity,6.00E-06,6.00E-06
HP:0003343,Reduced glutathione synthetase level,6.00E-06,6.00E-06
HP:0003440,Horizontal sacrum,6.00E-06,6.00E-06
HP:0004451,Postauricular skin tag,6.00E-06,6.00E-06
HP:0004490,Calvarial hyperostosis,6.00E-06,6.00E-06
HP:0001808,Fragile nails,6.00E-06,6.00E-06
HP:0005807,Absent distal phalanges,6.00E-06,6.00E-06
HP:0009834,Abnormal proximal phalanx morphology of the hand,0,6.00E-06
HP:0010488,Aplasia/Hypoplasia of the palmar creases,0,6.00E-06
HP:0006283,Multiple unerupted teeth,6.00E-06,6.00E-06
HP:0004831,Recurrent thromboembolism,6.00E-06,6.00E-06
HP:0004913,Intermittent lactic acidemia,6.00E-06,6.00E-06
HP:0001930,Nonspherocytic hemolytic anemia,6.00E-06,6.00E-06
HP:0040220,Abnormal size of the dental root,0,6.00E-06
HP:0000658,Eyelid apraxia,6.00E-06,6.00E-06
HP:0011912,Abnormality of the glenoid fossa,0,6.00E-06
HP:0006633,Glenoid fossa hypoplasia,6.00E-06,6.00E-06
HP:0000860,Parathyroid hypoplasia,6.00E-06,6.00E-06
HP:0000920,Enlargement of the costochondral junction,6.00E-06,6.00E-06
HP:0006880,Cerebellar hemangioblastoma,6.00E-06,6.00E-06
HP:0002503,Spinocerebellar tract degeneration,6.00E-06,6.00E-06
HP:0006960,Choroid plexus calcification,6.00E-06,6.00E-06
HP:0006986,Upper limb spasticity,6.00E-06,6.00E-06
HP:0007115,Orbital encephalocele,6.00E-06,6.00E-06
HP:0000996,Facial capillary hemangioma,6.00E-06,6.00E-06
HP:0002398,Degeneration of anterior horn cells,6.00E-06,6.00E-06
HP:0007352,Cerebellar calcifications,6.00E-06,6.00E-06
HP:0002562,Low-set nipples,6.00E-06,6.00E-06
HP:0005478,Prominent frontal sinuses,6.00E-06,6.00E-06
HP:0012143,Abnormal megakaryocyte morphology,0,6.00E-06
HP:0007435,Diffuse palmoplantar keratoderma,6.00E-06,6.00E-06
HP:0007503,Generalized ichthyosis,6.00E-06,6.00E-06
HP:0007543,Epidermal hyperkeratosis,6.00E-06,6.00E-06
HP:0007274,Recurrent bacterial meningitis,6.00E-06,6.00E-06
HP:0007293,Anterior sacral meningocele,6.00E-06,6.00E-06
HP:0007690,Map-dot-fingerprint corneal dystrophy,6.00E-06,6.00E-06
HP:0007813,Nongranulomatous uveitis,6.00E-06,6.00E-06
HP:0007832,Pigmentation of the sclera,6.00E-06,6.00E-06
HP:0010924,Posterior cortical cataract,6.00E-06,6.00E-06
HP:0009085,Alveolar ridge overgrowth,6.00E-06,6.00E-06
HP:0011300,Broad fingertip,6.00E-06,6.00E-06
HP:0010239,Aplasia of the middle phalanx of the hand,6.00E-06,6.00E-06
HP:0030674,Antenatal onset,4.67E-06,6.00E-06
HP:0009851,Aplasia/Hypoplasia of the proximal phalanges of the hand,0,6.00E-06
HP:0008309,Medium chain dicarboxylic aciduria,6.00E-06,6.00E-06
HP:0008972,Decreased activity of mitochondrial respiratory chain,6.67E-07,6.00E-06
HP:0008456,C2-C3 subluxation,6.00E-06,6.00E-06
HP:0008465,Absent vertebra,5.33E-06,6.00E-06
HP:0009317,Deviation of the 3rd finger,1.33E-06,6.00E-06
HP:0009318,Aplasia/Hypoplasia of the 3rd finger,0,6.00E-06
HP:0008707,Absent scrotum,6.00E-06,6.00E-06
HP:0009463,Ulnar deviation of the 3rd finger,6.00E-06,6.00E-06
HP:0011532,Subretinal exudate,6.00E-06,6.00E-06
HP:0011541,Criss-cross atrioventricular valves,6.00E-06,6.00E-06
HP:0011650,Bilateral ductus arteriosus,6.00E-06,6.00E-06
HP:0011668,Bilateral superior vena cava with no bridging vein,6.00E-06,6.00E-06
HP:0011670,Left superior vena cava draining to coronary sinus,6.00E-06,6.00E-06
HP:0010282,Thin lower lip vermilion,6.00E-06,6.00E-06
HP:0011763,Pituitary carcinoma,6.00E-06,6.00E-06
HP:0011780,Thyroid hemiagenesis,6.00E-06,6.00E-06
HP:0009785,Triceps aplasia,6.00E-06,6.00E-06
HP:0011905,Reduced hemoglobin A,6.00E-06,6.00E-06
HP:0011922,Abnormal activity of mitochondrial respiratory chain,0,6.00E-06
HP:0011981,Pigment gallstones,6.00E-06,6.00E-06
HP:0012006,Jamais vu,6.00E-06,6.00E-06
HP:0009063,Progressive distal muscle weakness,6.00E-06,6.00E-06
HP:0012177,Abnormal natural killer cell physiology,2.00E-06,6.00E-06
HP:0010470,Supernumerary testes,6.00E-06,6.00E-06
HP:0009928,Thick nasal alae,6.00E-06,6.00E-06
HP:0012058,Nodular melanoma,6.00E-06,6.00E-06
HP:0012238,Increased circulating chylomicron concentration,6.00E-06,6.00E-06
HP:0031887,Abnormal chylomicron concentration,0,6.00E-06
HP:0040008,Aplasia of facial bones,0,6.00E-06
HP:0010713,1-5 toe syndactyly,6.00E-06,6.00E-06
HP:0010757,Aplasia of the premaxilla,6.00E-06,6.00E-06
HP:0030638,Congenital stationary night blindness with normal fundus,0,6.00E-06
HP:0030663,Optically empty vitreous,6.00E-06,6.00E-06
HP:0012453,Bilateral wrist flexion contracture,6.00E-06,6.00E-06
HP:0012586,Bilateral renal atrophy,6.00E-06,6.00E-06
HP:0012606,Renal sodium wasting,6.00E-06,6.00E-06
HP:0012629,Phakodonesis,6.00E-06,6.00E-06
HP:0011075,Green teeth,6.00E-06,6.00E-06
HP:0012763,Paroxysmal dyspnea,6.00E-06,6.00E-06
HP:0025536,V-sign,6.00E-06,6.00E-06
HP:0031611,Sub-inner limiting membrane hemorrhage,6.00E-06,6.00E-06
HP:0020126,Prostate mass,6.00E-06,6.00E-06
HP:0031616,Anterior chamber flare,6.00E-06,6.00E-06
HP:0031696,Disseminated viral infection,6.00E-06,6.00E-06
HP:0020164,Ophthalmic artery occlusion,6.00E-06,6.00E-06
HP:0031771,Epicanthus tarsalis,6.00E-06,6.00E-06
HP:0031847,Difficulty walking backward,6.00E-06,6.00E-06
HP:0031861,Decreased heart rate variability,6.00E-06,6.00E-06
HP:0030899,Pruritis on hand,0,6.00E-06
HP:0030902,Palmomental reflex,6.00E-06,6.00E-06
HP:0033131,Renal medullary hyperechogenicity,6.00E-06,6.00E-06
HP:0040312,Temporomandibular arthritis,6.00E-06,6.00E-06
HP:0040218,Reduced natural killer cell count,6.00E-06,6.00E-06
HP:0031248,Palmar pruritus,6.00E-06,6.00E-06
HP:0031253,Anomalous origin of left subclavian artery,6.00E-06,6.00E-06
HP:0045084,Limb myoclonus,6.00E-06,6.00E-06
HP:0100025,Overfriendliness,6.00E-06,6.00E-06
HP:0031411,Abnormal chromosome morphology,6.67E-07,6.00E-06
HP:0031433,Alexithymia,6.00E-06,6.00E-06
HP:0410265,Supraglottic hemangioma,6.00E-06,6.00E-06
HP:0500062,Retinopathy of prematurity plus,6.00E-06,6.00E-06
HP:0500262,Atrichia,6.00E-06,6.00E-06
HP:0004095,Curved fingers,5.33E-06,5.33E-06
HP:0004219,Abnormality of the middle phalanx of the 5th finger,0,5.33E-06
HP:0009370,Type A brachydactyly,0,5.33E-06
HP:0004232,Accessory carpal bones,4.67E-06,5.33E-06
HP:0006392,Increased density of long bones,1.33E-06,5.33E-06
HP:0012347,Abnormal protein N-linked glycosylation,2.00E-06,5.33E-06
HP:0003375,Narrow greater sciatic notch,5.33E-06,5.33E-06
HP:0003517,Birth length greater than 97th percentile,5.33E-06,5.33E-06
HP:0003652,Recurrent myoglobinuria,5.33E-06,5.33E-06
HP:0003658,Hypomethioninemia,5.33E-06,5.33E-06
HP:0010753,Midline defect of mandible,0,5.33E-06
HP:0003799,Marked delay in bone age,5.33E-06,5.33E-06
HP:0004690,Thickened Achilles tendon,5.33E-06,5.33E-06
HP:0005643,Short 3rd toe,5.33E-06,5.33E-06
HP:0010554,Cutaneous finger syndactyly,4.67E-06,5.33E-06
HP:0006118,Shortening of all distal phalanges of the fingers,5.33E-06,5.33E-06
HP:0006184,Decreased palmar creases,5.33E-06,5.33E-06
HP:0004828,Refractory anemia with ringed sideroblasts,5.33E-06,5.33E-06
HP:0012150,Single lineage myelodysplasia,0,5.33E-06
HP:0004856,Normochromic microcytic anemia,5.33E-06,5.33E-06
HP:0006298,Prolonged bleeding after dental extraction,5.33E-06,5.33E-06
HP:0006687,Aortic tortuosity,5.33E-06,5.33E-06
HP:0000915,Pectus excavatum of inferior sternum,5.33E-06,5.33E-06
HP:0006803,Vivid hallucinations,5.33E-06,5.33E-06
HP:0002234,Early balding,5.33E-06,5.33E-06
HP:0001102,Angioid streaks of the fundus,5.33E-06,5.33E-06
HP:0005233,Hypoplasia of the gallbladder,5.33E-06,5.33E-06
HP:0007240,Progressive gait ataxia,5.33E-06,5.33E-06
HP:0007569,Generalized seborrheic dermatitis,5.33E-06,5.33E-06
HP:0007598,Bilateral single transverse palmar creases,5.33E-06,5.33E-06
HP:0007620,Cutaneous leiomyoma,5.33E-06,5.33E-06
HP:0007727,Opacification of the corneal epithelium,2.67E-06,5.33E-06
HP:0007950,Peripapillary chorioretinal atrophy,5.33E-06,5.33E-06
HP:0011174,Focal hyperkinetic seizure,5.33E-06,5.33E-06
HP:0010845,EEG with generalized slow activity,2.67E-06,5.33E-06
HP:0009376,Aplasia/Hypoplasia of the phalanges of the 5th finger,0,5.33E-06
HP:0011320,Unilambdoid synostosis,5.33E-06,5.33E-06
HP:0011476,Profound sensorineural hearing impairment,5.33E-06,5.33E-06
HP:0008236,Isosexual precocious puberty,5.33E-06,5.33E-06
HP:0008670,Partial vaginal septum,5.33E-06,5.33E-06
HP:0009460,Aplasia of the 3rd finger,5.33E-06,5.33E-06
HP:0008726,Hypoplasia of the vagina,5.33E-06,5.33E-06
HP:0008738,Partially duplicated kidney,5.33E-06,5.33E-06
HP:0009535,Aplasia of the 2nd finger,5.33E-06,5.33E-06
HP:0011628,Congenital defect of the pericardium,0,5.33E-06
HP:0011629,Total absence of the pericardium,5.33E-06,5.33E-06
